"Article","Web Description","Brand","Type","Coverage","Colour","Pack Qty","Size","DQ Score"
"241746","Dulux Silk Emulsion PaintSoft Truffle 2.5L","Dulux","Silk Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"252866","Dulux Silk Emulsion PaintWhite Mist 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"252867","Dulux Silk Emulsion PaintWhite Cotton 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"252872","Dulux Matt Emulsion Paint Tester PotWhite Mist 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"252873","Dulux Matt Emulsion Paint Tester PotWhite Cotton 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"264041","Dulux Silk Emulsion PaintMuddy Puddle 2.5L","Dulux","Silk Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"264051","Dulux Matt Emulsion Paint Tester PotMuddy Puddle 50ml","Dulux","Paint Tester Pot",NA,"Brown",NA,"50ml",0.883333333333333
"275749","Dulux Matt Emulsion PaintDusted Fondant 2.5L","Dulux","Matt Paint","32m²","Purple",NA,"2.5L",0.941666666666667
"275756","Dulux Silk Emulsion PaintDusted Fondant 2.5L","Dulux","Silk Paint","32m²","Purple",NA,"2.5L",0.941666666666667
"275763","Dulux Matt Emulsion Paint Tester PotDusted Fondant 50ml","Dulux","Paint Tester Pot",NA,"Purple",NA,"50ml",0.883333333333333
"288841","Dulux Matt Emulsion Paint Tester PotWillow Tree 50ml","Dulux","Paint Tester Pot",NA,"Green",NA,"50ml",0.883333333333333
"298485","Dulux Matt Emulsion PaintChic Shadow 2.5L","Dulux","Matt Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"298486","Dulux Matt Emulsion PaintPolished Pebble 2.5L","Dulux","Matt Paint","32m²","Grey",NA,"2.5L",0.941666666666667
"298487","Dulux Matt Emulsion PaintNutmeg White 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"298488","Dulux Silk Emulsion PaintChic Shadow 2.5L","Dulux","Silk Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"298489","Dulux Silk Emulsion PaintPolished Pebble 2.5L","Dulux","Silk Paint","32m²","Grey",NA,"2.5L",0.941666666666667
"298613","Dulux Matt Emulsion Paint Tester PotChic Shadow 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"298614","Dulux Matt Emulsion Paint Tester PotPolished Pebble 50ml","Dulux","Paint Tester Pot",NA,"Grey",NA,"50ml",0.883333333333333
"298615","Dulux Matt Emulsion Paint Tester PotNutmeg White 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"315569","Dulux Silk Emulsion PaintRich Black 2.5L","Dulux","Silk Paint","32m²","Black",NA,"2.5L",0.941666666666667
"315571","Dulux Matt Emulsion PaintRich Black 2.5L","Dulux","Matt Paint","32m²","Black",NA,"2.5L",0.941666666666667
"332073","Dulux Matt Emulsion PaintCrispy Crumble 2.5L","Dulux","Matt Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"332078","Dulux Matt Emulsion PaintWarm Pewter 2.5L","Dulux","Matt Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"332432","Dulux Matt Emulsion Paint Tester PotCrispy Crumble 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"332437","Dulux Matt Emulsion Paint Tester PotWarm Pewter 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"434260","Dulux Endurance+ Matt Emulsion Paint Tester PotCopper Blush 50ml","Dulux","Paint Tester Pot",NA,"Orange","1","50ml",0.941666666666667
"434261","Dulux Endurance+ Matt Emulsion Paint Tester PotGoose Down 50ml","Dulux","Paint Tester Pot",NA,"Grey","1","50ml",0.941666666666667
"434262","Dulux Endurance+ Matt Emulsion Paint Tester PotLavender Quartz 50ml","Dulux","Paint Tester Pot",NA,"Purple","1","50ml",0.941666666666667
"434265","Dulux Endurance+ Matt Emulsion Paint Tester PotRock Salt 50ml","Dulux","Paint Tester Pot",NA,"Grey","1","50ml",0.941666666666667
"71496","Dulux Natural Hints Silk Emulsion PaintBlossom White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"71498","Dulux Silk Emulsion PaintCornflower White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"9856","Dulux Natural Hints Silk Emulsion PaintAlmond White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"99629","Dulux Natural Hints Silk Emulsion PaintJasmine White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"158919","Wilko Silk Emulsion PaintLilac 2.5L","Wilko","Silk Paint","30m²","Purple",NA,"2.5L",0.941666666666667
"158921","Wilko Silk Emulsion PaintPink Harmony 2.5L","Wilko","Silk Paint","30m²","Pink",NA,"2.5L",0.941666666666667
"158924","Wilko Silk Emulsion PaintTurquoise 2.5L","Wilko","Silk Paint","30m²","Green",NA,"2.5L",0.941666666666667
"158927","Wilko Silk Emulsion PaintCoastline 2.5L","Wilko","Silk Paint","30m²","Cream",NA,"2.5L",0.941666666666667
"158954","Wilko Emulsion Paint Tester Pot Lilac 75ml","Wilko","Paint Tester Pot","30cm²","Purple",NA,"75ml",0.941666666666667
"158956","Wilko Emulsion Paint Tester Pot Pink Harmony 75ml","Wilko","Paint Tester Pot","30cm²","Pink",NA,"75ml",0.941666666666667
"158964","Wilko Emulsion Paint Tester Pot Turquoise 75ml","Wilko","Paint Tester Pot","30cm²","Green",NA,"75ml",0.941666666666667
"158973","Wilko Emulsion Paint Tester Pot Coastline 75ml","Wilko","Paint Tester Pot","30cm²","Cream",NA,"75ml",0.941666666666667
"158978","Wilko Matt Emulsion PaintLilac 2.5L","Wilko","Matt Paint","30m²","Purple",NA,"2.5L",0.941666666666667
"158984","Wilko Matt Emulsion PaintPink Harmony 2.5L","Wilko","Matt Paint","30m²","Pink",NA,"2.5L",0.941666666666667
"158988","Wilko Matt Emulsion PaintTurquoise 2.5L","Wilko","Matt Paint","30m²","Green",NA,"2.5L",0.941666666666667
"158992","Wilko Matt Emulsion PaintCoastline 2.5L","Wilko","Matt Paint","30m²","Cream",NA,"2.5L",0.941666666666667
"175126","Wilko Matt Emulsion PaintSoft Cream 2.5L","Wilko","Matt Paint","30m²","Cream",NA,"2.5L",0.941666666666667
"175130","Wilko Silk Emulsion PaintSoft Cream 2.5L","Wilko","Silk Paint","30m²","Cream",NA,"2.5L",0.941666666666667
"175183","Wilko Emulsion Paint Tester Pot Soft Cream 75ml","Wilko","Paint Tester Pot","30cm²","Cream",NA,"75ml",0.941666666666667
"190743","Wilko Matt Emulsion PaintTinsel Town 2.5L","Wilko","Matt Paint","30m²","Red",NA,"2.5L",0.941666666666667
"190783","Wilko Silk Emulsion PaintTinsel Town 2.5L","Wilko","Silk Paint","30m²","Red",NA,"2.5L",0.941666666666667
"192491","Wilko Emulsion Paint Tester Pot Midnight Hour 75ml","Wilko","Paint Tester Pot","30cm²","Blue",NA,"75ml",0.941666666666667
"192492","Wilko Emulsion Paint Tester Pot Surf 75ml","Wilko","Paint Tester Pot","30cm²","Blue",NA,"75ml",0.941666666666667
"192504","Wilko Emulsion Paint Tester Pot On Deck 75ml","Wilko","Paint Tester Pot","30cm²","Brown",NA,"75ml",0.941666666666667
"192505","Wilko Emulsion Paint Tester Pot Ahoy 75ml","Wilko","Paint Tester Pot","30cm²","Cream",NA,"75ml",0.941666666666667
"196142","Wilko Matt Emulsion PaintMint Crisp 2.5L","Wilko","Matt Paint","30m²","Green",NA,"2.5L",0.941666666666667
"196147","Wilko Matt Emulsion PaintHappy Yellow 2.5L","Wilko","Matt Paint","30m²","Yellow",NA,"2.5L",0.941666666666667
"196153","Wilko Matt Emulsion PaintSugar Sweet 2.5L","Wilko","Matt Paint","30m²","Pink",NA,"2.5L",0.941666666666667
"196156","Wilko Matt Emulsion PaintPowder Purple 2.5L","Wilko","Matt Paint","30m²","Purple",NA,"2.5L",0.941666666666667
"196166","Wilko Matt Emulsion PaintOn Deck 2.5L","Wilko","Matt Paint","30m²","Brown",NA,"2.5L",0.941666666666667
"196167","Wilko Matt Emulsion PaintCloudless 2.5L","Wilko","Matt Paint","30m²","Blue",NA,"2.5L",0.941666666666667
"196199","Wilko Matt Emulsion PaintSurf 2.5L","Wilko","Matt Paint","30m²","Blue",NA,"2.5L",0.941666666666667
"196238","Wilko Silk Emulsion PaintMint Crisp 2.5L","Wilko","Silk Paint","30m²","Green",NA,"2.5L",0.941666666666667
"196257","Wilko Silk Emulsion PaintSugar Sweet 2.5L","Wilko","Silk Paint","30m²","Pink",NA,"2.5L",0.941666666666667
"196268","Wilko Silk Emulsion PaintSurf 2.5L","Wilko","Silk Paint","30m²","Blue",NA,"2.5L",0.941666666666667
"196276","Wilko Silk Emulsion PaintEarthy Hue 2.5L","Wilko","Silk Paint","30m²","Brown",NA,"2.5L",0.941666666666667
"196702","Wilko One Coat Matt Emulsion PaintCoastline 2.5L","Wilko","One Coat Matt Paint","20m²","Cream",NA,"2.5L",0.941666666666667
"196730","Wilko One Coat Matt Emulsion PaintPure Brilliant White 2.5L","Wilko","One Coat Matt Paint","20m²","White",NA,"2.5L",0.941666666666667
"196743","Wilko One Coat Matt Emulsion PaintMagnolia 2.5L","Wilko","One Coat Matt Paint","20m²","Cream",NA,"2.5L",0.941666666666667
"197610","Wilko Silk Emulsion PaintPure Brilliant White 2.5L","Wilko","Silk Paint","30m²","White",NA,"2.5L",0.941666666666667
"197612","Wilko Matt Emulsion PaintPure Brilliant White 2.5L","Wilko","Matt Paint","30m²","White",NA,"2.5L",0.941666666666667
"220126","Wilko Silk Emulsion PaintOatmeal 2.5L","Wilko","Silk Paint","30m²","Brown",NA,"2.5L",0.941666666666667
"220127","Wilko Silk Emulsion PaintChocolate Dream 2.5L","Wilko","Silk Paint","30m²","Cream",NA,"2.5L",0.941666666666667
"220131","Wilko One Coat Matt Emulsion PaintOatmeal 2.5L","Wilko","One Coat Matt Paint","20m²","Brown",NA,"2.5L",0.941666666666667
"220140","Wilko Emulsion Paint Tester Pot Oatmeal 75ml","Wilko","Paint Tester Pot","30cm²","Brown",NA,"75ml",0.941666666666667
"220141","Wilko Emulsion Paint Tester Pot Chocolate Dream75ml","Wilko","Paint Tester Pot","30cm²","Brown",NA,"75ml",0.941666666666667
"220143","Wilko Matt Emulsion PaintOatmeal 2.5L","Wilko","Matt Paint","30m²","Brown",NA,"2.5L",0.941666666666667
"220144","Wilko Matt Emulsion PaintChoc Dream 2.5L","Wilko","Matt Paint","30m²","Brown",NA,"2.5L",0.941666666666667
"225497","Wilko Durable Matt Emulsion PaintMagnolia 2.5L","Wilko","Durable Matt Paint","30m²","Cream",NA,"2.5L",0.941666666666667
"225499","Wilko Durable Matt Emulsion PaintCoastline 2.5L","Wilko","Durable Matt Paint","30m²","Cream",NA,"2.5L",0.941666666666667
"225508","Wilko Durable Matt Emulsion PaintEarthy Hue 2.5L","Wilko","Durable Matt Paint","30m²","Brown",NA,"2.5L",0.941666666666667
"225524","Wilko One Coat Matt Emulsion PaintMoonlight White 2.5L","Wilko","One Coat Matt Paint","20m²","White",NA,"2.5L",0.941666666666667
"225527","Wilko Matt Emulsion PaintMoonlight White 2.5L","Wilko","Matt Paint","30m²","White",NA,"2.5L",0.941666666666667
"225529","Wilko Silk Emulsion PaintMoody Blue 2.5L","Wilko","Silk Paint","30m²","Blue",NA,"2.5L",0.941666666666667
"225530","Wilko Silk Emulsion PaintMoonlight White 2.5L","Wilko","Silk Paint","30m²","White",NA,"2.5L",0.941666666666667
"2307240","Wilko Textured PaintPure Brilliant White 2.5L","Wilko","Textured Paint","5m²","White",NA,"2.5L",0.941666666666667
"23454","Wilko Silk Emulsion PaintPale Primrose 2.5L","Wilko","Silk Paint","30m²","Yellow",NA,"2.5L",0.941666666666667
"237911","Wilko Emulsion Paint Tester Pot Lemon Sorbet 75ml","Wilko","Paint Tester Pot","30cm²","Yellow",NA,"75ml",0.941666666666667
"237912","Wilko Emulsion Paint Tester Pot Crushed Almond75ml","Wilko","Paint Tester Pot","30cm²","Cream",NA,"75ml",0.941666666666667
"237917","Wilko Emulsion Paint Tester Pot Raspberry Meld75ml","Wilko","Paint Tester Pot","30cm²","Red",NA,"75ml",0.941666666666667
"238066","Wilko Durable Matt Emulsion PaintBiscuit Crunch 2.5L","Wilko","Durable Matt Paint","30m²","Brown",NA,"2.5L",0.941666666666667
"238068","Wilko Durable Matt Emulsion PaintMilky Coffee 2.5L","Wilko","Durable Matt Paint","30m²","Brown",NA,"2.5L",0.941666666666667
"238075","Wilko One Coat Matt Emulsion Paint Crushed Almond2.5L","Wilko","One Coat Matt Paint","20m²","Cream",NA,"2.5L",0.941666666666667
"238077","Wilko One Coat Matt Emulsion PaintBiscuit Crunch 2.5L","Wilko","One Coat Matt Paint","20m²","Brown",NA,"2.5L",0.941666666666667
"238079","Wilko One Coat Matt Emulsion PaintMilky Coffee 2.5L","Wilko","One Coat Matt Paint","20m²","Brown",NA,"2.5L",0.941666666666667
"238147","Wilko Silk Emulsion PaintLemon Sorbet 2.5L","Wilko","Silk Paint","30m²","Yellow",NA,"2.5L",0.941666666666667
"238148","Wilko Silk Emulsion PaintCrushed Almond 2.5L","Wilko","Silk Paint","30m²","Cream",NA,"2.5L",0.941666666666667
"238152","Wilko Silk Emulsion PaintMilky Coffee 2.5L","Wilko","Silk Paint","30m²","Brown",NA,"2.5L",0.941666666666667
"238163","Wilko Matt Emulsion PaintCrushed Almond 2.5L","Wilko","Matt Paint","30m²","Cream",NA,"2.5L",0.941666666666667
"238165","Wilko Matt Emulsion PaintBiscuit Crunch 2.5L","Wilko","Matt Paint","30m²","Brown",NA,"2.5L",0.941666666666667
"238167","Wilko Matt Emulsion PaintMilky Coffee 2.5L","Wilko","Matt Paint","30m²","Brown",NA,"2.5L",0.941666666666667
"238169","Wilko Matt Emulsion PaintLemon Sorbet 2.5L","Wilko","Matt Paint","30m²","Yellow",NA,"2.5L",0.941666666666667
"238175","Wilko Silk Emulsion PaintMagnolia 7.5L","Wilko","Silk Paint","90m²","Cream",NA,"7.5L",0.941666666666667
"238176","Wilko Matt Emulsion PaintMilky Coffee 5L","Wilko","Matt Paint","60m²","Brown",NA,"5L",0.941666666666667
"238177","Wilko Matt Emulsion PaintMoonlight White 5L","Wilko","Matt Paint","60m²","White",NA,"5L",0.941666666666667
"238178","Wilko Matt Emulsion PaintCrushed Almond 5L","Wilko","Matt Paint","60m²","Cream",NA,"5L",0.941666666666667
"238182","Wilko Matt Emulsion PaintBiscuit Crunch 5L","Wilko","Matt Paint","60m²","Brown",NA,"5L",0.941666666666667
"238185","Wilko Matt Emulsion PaintOatmeal 5L","Wilko","Matt Paint","60m²","Brown",NA,"5L",0.941666666666667
"238188","Wilko Silk Emulsion PaintMilky Coffee 5L","Wilko","Silk Paint","60m²","Brown",NA,"5L",0.941666666666667
"238194","Wilko Silk Emulsion PaintBiscuit Crunch 5L","Wilko","Silk Paint","60m²","Brown",NA,"5L",0.941666666666667
"238197","Wilko Silk Emulsion PaintOatmeal 5L","Wilko","Silk Paint","60m²","Brown",NA,"5L",0.941666666666667
"2419343","Wilko Matt Emulsion PaintMagnolia 2.5L","Wilko","Matt Paint","30m²","Cream",NA,"2.5L",0.941666666666667
"2419356","Wilko Matt Emulsion PaintPastel Green 2.5L","Wilko","Matt Paint","30m²","Green",NA,"2.5L",0.941666666666667
"2419359","Wilko Matt Emulsion PaintPeach Blush 2.5L","Wilko","Matt Paint","30m²","Orange",NA,"2.5L",0.941666666666667
"2420140","Wilko Matt Emulsion PaintPure Brilliant White 5L","Wilko","Matt Paint",NA,"White","1","5L",0.941666666666667
"2420543","Wilko Matt Emulsion PaintMagnolia 5L","Wilko","Matt Paint","60m²","Cream",NA,"5L",0.941666666666667
"2425243","Wilko Silk Emulsion PaintMagnolia 2.5L","Wilko","Silk Paint","30m²","Cream",NA,"2.5L",0.941666666666667
"2425256","Wilko Silk Emulsion PaintPastel Green 2.5L","Wilko","Silk Paint","30m²","Green",NA,"2.5L",0.941666666666667
"2425259","Wilko Silk Emulsion PaintPeach Blush 2.5L","Wilko","Silk Paint","30m²","Orange",NA,"2.5L",0.941666666666667
"2426040","Wilko Silk Emulsion PaintPure Brilliant White 5L","Wilko","Silk Paint",NA,"White",NA,"5L",0.883333333333333
"2426443","Wilko Silk Emulsion PaintMagnolia 5L","Wilko","Silk Paint","60m²","Cream",NA,"5L",0.941666666666667
"250532","Wilko Silk Emulsion PaintSoft Cream 5L","Wilko","Silk Paint","60m²","Cream",NA,"5L",0.941666666666667
"262407","Wilko Durable Matt Emulsion PaintRaspberry Meld 2.5L","Wilko","Durable Matt Paint","30m²","Red",NA,"2.5L",0.941666666666667
"262410","Wilko Durable Matt Emulsion PaintPastel Green 2.5L","Wilko","Durable Matt Paint","30m²","Green",NA,"2.5L",0.941666666666667
"262414","Wilko Durable Matt Emulsion PaintGrape 2.5L","Wilko","Durable Matt Paint","30m²","Purple",NA,"2.5L",0.941666666666667
"262431","Wilko Emulsion Paint Tester Pot Grape 75ml","Wilko","Paint Tester Pot","30cm²","Purple",NA,"75ml",0.941666666666667
